bathrooms,bedrooms,price,longitude,latitude,interest_level
1.0,0,2150,-73.9635,40.7703,1
1.0,1,1875,-73.9547,40.5758,1
1.0,1,3675,-73.9537,40.7173,1
1.0,2,2700,-73.958,40.7696,2
2.0,2,4490,-73.9964,40.7562,2
1.0,1,3350,-73.9994,40.7298,1
1.0,0,2395,-73.976,40.7928,1
1.0,0,1950,-73.973,40.6714,2
1.0,0,3360,-73.9616,40.7677,1
1.0,1,2595,-73.9888,40.7673,1
1.0,1,2850,-73.9591,40.771,1
1.0,0,2100,-73.9563,40.778,1
1.0,1,3750,-73.9961,40.7381,1
1.0,2,2960,-73.9806,40.74,1
1.0,1,2723,-73.9416,40.7471,3
2.0,2,6500,-73.9638,40.7634,1
1.0,2,3295,-73.9741,40.7447,1
1.0,1,3500,-73.9554,40.7776,1
2.0,3,4640,-73.9735,40.7469,2
4.5,5,16600,-73.96340000000002,40.7582,1
1.0,3,4570,-73.9823,40.7411,1
1.0,0,3650,-73.9979,40.7397,1
1.0,1,2650,-73.9736,40.7842,1
1.0,2,2050,-73.9239,40.8622,1
2.0,3,6800,-73.9897,40.7273,1
1.0,0,2300,-73.9252,40.696,1
1.0,1,2300,-73.9471,40.7807,1
1.0,3,2200,-74.0087,40.6475,3
1.0,0,2950,-74.0086,40.7051,2
1.0,1,3300,-73.9726,40.7903,1
1.0,0,2390,-73.95100000000002,40.7752,2
1.0,1,2100,-73.9356,40.6872,1
1.0,2,4000,-74.0043,40.7326,1
1.0,1,6855,-73.9851,40.7437,1
1.0,1,1750,-73.957,40.5806,1
1.0,1,2325,-73.9742,40.7476,1
1.0,1,3485,-73.9887,40.7752,1
1.0,1,2350,-73.9486,40.7972,1
1.0,2,4000,-73.9675,40.7943,1
1.0,3,2000,-73.9182,40.6754,3
1.0,1,3350,-73.9971,40.7439,1
2.0,2,2400,-73.8339,40.7059,2
1.0,0,3250,-74.0047,40.7334,1
1.0,1,2250,-73.9557,40.7705,1
1.0,2,3695,-73.9821,40.739,1
1.0,2,3000,-73.9919,40.6939,2
1.0,1,4095,-73.9944,40.7518,1
2.0,2,5200,-74.0106,40.7236,2
2.0,2,5650,-73.9863,40.745,3
1.0,1,2500,-73.9803,40.7365,3
1.0,2,3025,-73.9406,40.7502,1
1.0,0,2000,-73.9483,40.7808,3
1.0,2,3200,-73.9786,40.747,2
1.0,2,2950,-73.9746,40.795,2
1.0,1,3133,-73.9982,40.7568,1
1.0,2,2400,-73.9787,40.7269,2
1.0,0,2100,-73.9838,40.7586,1
1.0,1,2690,-73.979,40.741,2
3.0,3,8995,-73.97710000000002,40.7829,1
4.0,4,10050,-73.9813,40.758,1
1.0,0,2695,-73.9848,40.7635,1
1.0,2,2990,-73.9827,40.7299,3
1.0,2,3600,-73.9663,40.8014,1
1.0,2,3800,-73.9849,40.7469,3
1.0,1,2695,-73.9458,40.7775,1
1.0,0,1950,-73.9687,40.756,3
1.0,2,5422,-73.9914,40.7032,1
1.0,1,3400,-73.995,40.7588,3
2.0,4,6000,-73.9864,40.7399,2
1.0,0,1925,-73.9545,40.7817,1
1.0,0,2500,-74.0143,40.7088,1
1.0,0,2100,-73.9887,40.7204,1
1.0,1,2895,-73.9451,40.6877,1
1.0,3,5450,-73.9731,40.7492,2
1.0,0,2995,-74.0143,40.71,1
1.0,1,1250,-73.8683,40.8634,3
1.0,2,3100,-73.9512,40.778,3
1.0,2,3693,-73.9915,40.7678,2
3.0,3,15000,-73.9826,40.7787,1
1.0,2,3395,-73.9913,40.7585,1
1.0,2,4195,-73.9513,40.7594,1
1.0,0,2700,-73.9648,40.7535,1
1.0,1,2950,-73.9574,40.7673,1
1.0,1,2875,-73.9865,40.7301,2
1.0,2,3450,-73.9765,40.7489,1
1.0,3,4200,-73.9487,40.7805,1
1.0,1,2699,-73.9594,40.7681,1
1.0,1,3075,-73.9506,40.7716,2
1.0,1,4795,-73.9965,40.7382,1
1.0,1,3995,-73.987,40.7604,1
1.0,2,3195,-73.9793,40.7284,2
1.0,1,2895,-73.9815,40.7401,1
1.0,1,3450,-73.9999,40.7266,2
1.0,3,5150,-73.9864,40.7399,2
2.5,2,7100,-73.964,40.7643,1
1.0,1,3800,-73.9731,40.7866,1
1.0,3,4150,-74.0114,40.7094,1
1.0,1,3900,-73.9535,40.7838,1
2.0,4,6000,-73.9743,40.7438,2
2.0,2,6512,-73.9746,40.7479,1
1.0,0,1700,-73.9525,40.7813,1
1.0,1,4600,-73.9548,40.7785,1
1.0,1,1675,-73.907,40.6866,2
1.0,0,2300,-73.9572,40.7657,1
1.0,0,2395,-73.976,40.7928,1
2.0,3,5999,-73.9687,40.7906,1
3.0,3,5300,-73.955,40.7701,1
1.0,3,3700,-73.9822,40.6729,1
1.0,1,2500,-74.0064,40.7085,1
1.0,1,2795,-73.9675,40.7943,3
1.0,1,3050,-73.9848,40.7635,1
1.0,3,4350,-73.9807,40.7248,1
1.0,1,4995,-73.9916,40.7272,1
1.0,1,3800,-73.9913,40.7585,1
2.0,3,5285,-73.9515,40.7779,2
2.0,2,3850,-73.9469,40.7826,1
1.0,1,2679,-73.9515,40.7792,1
1.0,1,1500,-73.8193,40.7657,2
0.0,0,2500,-73.9778,40.7467,1
1.0,1,2500,-73.9528,40.7818,2
1.0,3,2600,-73.9493,40.6792,1
1.0,0,1690,-73.9578,40.8198,1
2.0,3,4595,-73.9742,40.796,1
2.0,3,4950,-73.9802,40.7469,1
1.0,1,3800,-74.0001,40.7344,1
1.0,2,3000,-73.9805,40.7443,3
1.0,2,2800,-73.979,40.6664,2
1.0,1,1550,-73.9988,40.69300000000001,3
1.0,0,3225,-73.9961,40.7373,1
1.0,2,2775,-73.9512,40.7761,1
2.0,3,4800,-74.0099,40.7062,1
1.0,1,3500,-73.9896,40.7341,1
2.0,3,5800,-73.9841,40.742,3
1.0,1,1990,-73.9495,40.7708,2
1.0,1,2750,-73.9808,40.776,1
1.0,1,3650,-74.0036,40.716,1
1.0,1,2050,-73.942,40.8448,1
1.0,2,4204,-73.9754,40.731,2
1.0,3,6450,-74.0009,40.7347,1
1.0,1,3450,-73.9464,40.7805,1
1.0,0,1900,-73.9471,40.7815,1
1.0,3,4650,-73.9778,40.7797,1
1.0,0,2225,-73.9566,40.7788,1
1.0,0,2350,-74.0018,40.7334,1
1.0,0,2700,-73.9857,40.7358,2
1.0,1,3550,-73.9628,40.7633,1
1.0,3,3703,-73.9827,40.7205,2
1.0,1,3200,-73.9647,40.7571,1
1.0,2,2600,-73.9258,40.7692,1
1.0,2,4200,-73.9974,40.7329,3
1.0,2,2495,-73.9466,40.7803,1
1.0,2,3300,-73.9725,40.7436,1
1.0,3,5200,-73.9887,40.7401,2
2.0,3,4295,-73.9705,40.7892,1
1.0,1,3000,-74.0089,40.7328,1
1.0,1,2325,-73.9491,40.77,1
1.0,2,2850,-73.9779,40.7466,3
2.0,2,5110,-73.9585,40.7437,1
1.0,2,3900,-73.9865,40.7348,1
1.0,1,2390,-74.0149,40.708,2
1.0,0,2000,-73.9678,40.7573,1
1.0,0,1575,-73.949,40.8136,1
1.0,2,2730,-74.0069,40.7074,2
1.0,1,1850,-73.9391,40.8484,1
1.0,0,2450,-73.9959,40.753,1
1.0,1,5735,-73.9851,40.7437,1
1.0,0,2450,-73.9976,40.7545,1
1.0,3,2475,-74.03,40.6253,2
1.0,1,3595,-74.0026,40.7512,1
1.0,1,2850,-73.9797,40.749,3
1.0,1,2795,-73.9814,40.7395,1
2.0,4,2450,-73.9101,40.6823,1
1.0,2,3100,-73.9765,40.7489,1
1.0,0,2150,-73.9782,40.7749,2
2.0,3,4900,-73.9929,40.7389,2
1.0,1,2400,-73.9745,40.7472,3
1.0,1,3990,-73.9998,40.7613,1
1.0,1,2100,-73.9409,40.7998,1
2.0,4,6500,-73.9781,40.7413,1
1.0,0,2350,-73.9791,40.739,1
2.0,3,3495,-73.9457,40.8001,1
1.0,2,1800,-73.9346,40.7953,2
1.0,2,4500,-73.993,40.734,1
1.5,3,4350,-73.8553,40.7165,1
1.0,1,3670,-73.9805,40.7443,1
2.0,2,4885,-73.9789,40.7356,1
1.0,0,2300,-74.0036,40.7399,1
1.0,0,1925,-73.9607,40.7722,2
1.0,2,2225,-73.956,40.5874,1
2.0,2,5000,-74.0149,40.7169,1
1.0,1,2900,-73.9817,40.7655,2
1.0,0,1500,-73.9825,40.7348,3
1.0,1,3200,-73.9701,40.6923,1
2.0,4,6995,-74.0059,40.7099,1
1.0,1,2208,-73.7837,40.9094,1
2.0,2,3700,-73.9625,40.7993,2
1.0,0,2700,-73.9776,40.7454,2
1.0,1,1700,-73.8925,40.7442,2
2.0,3,5446,-73.9962,40.7593,1
1.0,0,2400,-73.9779,40.7466,1
1.0,0,1675,-73.9673,40.6845,2
1.0,1,5499,-73.9823,40.7563,2
1.0,0,2492,-74.0149,40.708,1
2.0,2,5890,-74.0076,40.7171,2
1.0,0,2790,-73.999,40.761,2
1.0,2,4195,-73.9942,40.7244,1
2.0,2,3900,-73.9858,40.7284,2
2.0,3,4950,-73.9799,40.6897,1
2.0,2,6075,-73.9964,40.7562,1
1.0,1,2750,-73.9644,40.6948,1
1.0,1,3050,-73.9767,40.7405,1
1.0,1,3900,-73.9504,40.7868,1
1.0,2,3000,-73.9763,40.7483,2
2.0,2,4500,-73.9686,40.7604,1
1.0,1,2240,-73.9624,40.7612,1
2.0,3,4600,-73.9543,40.7447,1
1.0,1,2150,-73.9759,40.7482,3
1.0,2,3200,-73.9647,40.8028,1
1.0,0,1800,-73.9483,40.7808,2
1.0,2,2995,-73.9794,40.7297,3
2.0,3,5200,-73.9478,40.7802,1
1.0,1,2750,-73.9727,40.7957,2
2.0,3,5000,-73.9948,40.7589,3
1.0,2,2995,-73.9794,40.7297,3
1.0,2,2900,-73.9466,40.7802,1
1.0,1,4230,-73.9916,40.7452,1
1.0,0,2450,-73.97399999999998,40.7538,1
1.0,1,3100,-73.968,40.7976,2
1.5,3,3260,-73.9486,40.7972,1
2.0,4,5995,-74.0095,40.7054,2
2.0,4,5700,-73.9725,40.7436,1
1.0,1,2675,-73.8638,40.7327,2
2.0,5,11000,-73.9856,40.7286,3
1.0,3,4995,-73.9838,40.7287,1
1.0,0,2600,-73.9864,40.7357,2
1.0,0,2450,-74.0004,40.7408,2
1.0,2,2250,-73.961,40.7991,2
1.0,3,5395,-73.9798,40.7239,1
1.0,3,4900,-73.9819,40.7299,1
1.0,2,3050,-73.9982,40.7568,1
1.0,2,3000,-73.9956,40.7488,1
1.0,0,1750,-73.9525,40.7813,1
1.0,1,3877,-73.9989,40.7611,1
1.0,2,3900,-73.9709,40.7528,1
1.0,1,3095,-74.0099,40.7062,2
1.0,1,2595,-73.9901,40.7601,1
1.0,0,3099,-73.9623,40.7613,1
1.0,1,2989,-73.9915,40.7678,1
1.0,1,2584,-73.9917,40.7709,1
1.0,1,4000,-74.0095,40.7169,2
1.0,0,1300,-73.9204,40.8397,2
2.0,3,2150,-73.9249,40.6769,3
1.0,2,2825,-73.9645,40.8015,1
1.0,3,3957,-74.0089,40.7045,2
1.0,0,3465,-73.9731,40.7936,1
2.0,1,7500,-73.9793,40.7649,1
2.0,3,2900,-73.9421,40.7864,2
1.0,2,3200,-73.9647,40.8028,1
2.0,2,4700,-73.9478,40.7783,1
1.0,2,3100,-73.9938,40.7586,1
1.0,1,3150,-73.9927,40.7301,1
1.0,1,3675,-73.95100000000002,40.7723,1
2.0,2,4100,-73.9848,40.7635,1
1.0,1,2597,-73.9425,40.7875,1
2.0,5,6000,-73.9568,40.8047,1
1.0,0,2450,-73.9964,40.7441,1
1.0,3,2000,-74.0242,40.6264,3
1.0,2,1550,-73.8767,40.6723,3
1.0,1,1400,-73.9026,40.8639,1
1.0,0,3872,-74.0076,40.7047,1
2.0,3,2925,-73.8607,40.7267,1
1.0,0,3250,-73.9928,40.7551,1
1.0,1,4395,-73.9746,40.7479,1
1.0,1,1600,-73.9413,40.8276,3
1.0,0,2100,-73.9436,40.769,1
2.0,3,3500,-73.9609,40.6867,3
1.5,2,5200,-73.9705,40.7957,1
3.0,3,12000,-74.0156,40.7154,1
1.0,1,1875,-73.8588,40.7284,1
2.0,3,6495,-73.9981,40.7372,1
1.0,1,1995,-73.9793,40.6621,1
2.0,4,7200,-73.9503,40.7766,1
2.0,3,3795,-73.9603,40.7694,1
1.0,0,1925,-73.9536,40.7763,1
1.0,1,2250,-73.9806,40.7581,1
1.0,0,2100,-73.9559,40.7777,1
1.0,2,3400,-73.9962,40.7593,2
1.0,1,3400,-73.971,40.7863,1
2.0,4,3300,-73.9538,40.6512,1
2.0,2,4700,-73.9482,40.7782,1
1.0,2,5900,-73.9746,40.7782,2
1.0,0,2795,-74.0155,40.7064,1
1.0,0,2425,-73.9978,40.7612,2
1.0,2,2200,-73.9513,40.7867,1
1.0,1,3125,-73.97800000000002,40.7778,1
1.0,1,2500,-73.9708,40.795,1
2.0,2,4900,-73.9916,40.7587,1
1.0,3,3650,-74.0095,40.7054,2
2.0,3,4200,-73.9677,40.7918,2
2.0,2,6300,-74.0092,40.7387,1
1.0,2,3050,-73.9892,40.7609,2
1.0,1,2599,-73.9624,40.7612,1
1.0,0,3000,-73.9537,40.7173,1
1.0,0,1900,-73.9748,40.6785,1
1.0,0,1850,0.0,0.0,1
2.5,3,12500,-74.0055,40.7111,1
1.0,2,3895,-73.9864,40.7399,2
1.0,3,3850,-73.9794,40.7362,1
1.0,2,2500,-73.9544,40.7762,1
1.0,1,4995,-74.0092,40.7387,1
1.0,2,3200,-73.9648,40.8028,1
2.0,2,3000,-73.9536,40.7775,1
1.0,1,2950,-73.96340000000002,40.7729,1
1.0,3,4395,-73.9692,40.7554,1
1.0,0,2700,-73.9979,40.7397,1
1.0,1,2500,-73.9939,40.7614,3
1.0,1,1800,-73.958,40.771,1
1.0,2,2400,-73.9561,40.8209,1
1.0,1,3050,-73.9576,40.7784,1
1.0,0,1900,-73.9809,40.7389,1
2.0,3,4500,-73.9959,40.753,3
2.5,2,9500,-74.008,40.7052,1
1.0,1,1400,-73.9268,40.8618,3
1.0,3,5400,-73.9857,40.7288,1
1.0,2,3000,-73.9956,40.7488,3
1.0,1,2895,-73.976,40.7845,1
1.0,0,2300,-73.9765,40.7489,2
1.0,2,3695,-73.9819,40.7299,1
1.0,2,2995,-73.9469,40.7826,1
2.0,3,3571,-73.983,40.6969,2
1.0,1,1850,-73.9144,40.8788,3
1.0,1,3000,-73.9746,40.7479,2
2.0,3,5500,-73.9677,40.7902,1
2.0,4,4000,-73.9409,40.8479,1
1.0,1,3850,-73.9689,40.7602,1
1.0,2,3275,-73.9809,40.7832,1
2.0,3,4600,-73.9803,40.7799,1
1.0,1,3935,-73.9732,40.7476,1
0.0,1,4214,-74.0111,40.7061,1
2.0,2,4910,-73.9528,40.776,1
1.0,1,2954,-73.9806,40.7788,1
1.5,2,3200,-73.9581,40.7711,1
1.0,0,2650,-73.9981,40.7372,1
2.0,2,5800,-73.9903,40.7674,1
1.0,1,2400,-73.9467,40.7761,2
1.0,0,2775,-73.9792,40.7431,1
1.0,2,3200,-73.977,40.7855,1
1.0,0,695,-74.2224,40.7291,2
1.0,2,2150,-73.9333,40.8481,1
1.0,0,3220,-74.0045,40.7521,1
1.0,0,2475,-73.9805,40.7412,1
1.0,0,2300,-73.9391,40.8241,1
1.0,3,3970,-73.9739,40.7375,1
1.0,1,3500,-73.9739,40.7479,1
1.0,0,2250,-73.9702,40.7492,2
1.0,2,3400,-73.9915,40.7678,2
1.0,0,3775,-74.0029,40.7295,1
1.0,0,2600,-73.9939,40.6988,1
2.0,2,6877,-73.9817,40.7707,1
1.0,1,3345,-73.9875,40.7283,1
1.0,0,3500,-73.9839,40.776,1
2.0,3,3795,-73.9435,40.786,1
1.0,2,3200,-73.9825,40.7327,2
1.0,2,3395,-73.9927,40.7216,1
1.0,0,2695,-73.9857,40.7358,1
1.0,0,1850,-73.9795,40.7249,3
1.0,3,2999,-73.9255,40.6933,1
1.0,1,2475,-73.9818,40.7415,1
1.0,0,3001,-73.9776,40.7454,2
1.0,2,2300,-73.922,40.745,1
1.0,1,3650,-73.9875,40.7283,1
1.0,3,4000,-73.965,40.8029,1
1.0,0,3230,-74.0055,40.7111,1
1.0,1,1750,-73.9918,40.6032,1
1.0,2,3200,-73.9749,40.7482,2
1.0,1,3500,-73.9886,40.7751,1
1.0,1,2900,-73.9625,40.7575,1
1.0,1,2850,-73.9831,40.7377,1
1.0,3,3595,-73.972,40.69300000000001,1
1.0,2,3295,-73.9743,40.7438,1
1.0,1,2750,-73.9727,40.7957,1
1.0,1,3695,-73.9621,40.7669,2
1.0,2,4800,-73.9916,40.7587,1
1.0,1,2250,-73.9538,40.768,1
2.0,4,7495,-73.9831,40.7228,2
1.0,1,2500,-73.9488,40.7793,1
1.0,1,2150,-73.9535,40.7746,1
1.0,0,3450,-73.9896,40.7341,1
1.0,0,2095,-73.99,40.7601,1
1.0,2,3895,-74.0046,40.7073,1
1.0,1,2600,-73.971,40.7902,1
2.0,2,4885,-73.9789,40.7356,1
1.0,1,2978,-74.0162,40.7056,1
1.0,2,3495,-73.9895,40.7291,1
2.0,3,3300,-73.9412,40.7162,1
1.0,2,4050,-74.0059,40.7075,1
1.0,0,1800,-73.9545,40.7724,1
1.0,1,3540,-73.9837,40.7783,1
2.0,2,4200,-73.9963,40.7606,1
1.0,1,3420,-73.9585,40.7437,1
2.0,4,5795,-73.9695,40.753,1
1.0,3,5900,-74.0015,40.7367,1
1.0,3,2800,-73.9066,40.7716,2
1.0,1,3000,-74.0089,40.7328,1
1.0,3,4282,-73.9777,40.7449,2
1.5,3,4500,-73.9727,40.7436,1
2.0,2,4995,-73.975,40.7333,1
1.0,1,3595,-73.9916,40.7452,1
2.0,3,4675,-73.9475,40.7742,3
1.0,1,3400,-73.9677,40.7539,1
1.0,1,3095,-73.9789,40.7425,1
1.0,2,3395,-74.0103,40.7069,1
1.0,2,2700,-73.9368,40.8157,2
1.0,2,3700,-73.9919,40.7379,1
1.0,2,3200,-73.9834,40.7239,1
1.0,2,2995,-73.9558,40.773,1
3.0,3,6500,-73.9492,40.7793,1
1.0,1,2675,-73.9591,40.7728,1
1.0,3,4249,-73.9821,40.7317,1
2.0,3,4200,-73.9695,40.753,1
1.0,1,2500,-73.9857,40.7283,1
1.0,0,2900,-73.9928,40.7559,1
1.0,1,3350,-73.9464,40.7805,1
1.0,1,4000,-73.9839,40.776,1
1.0,0,2100,-73.9822,40.7213,1
1.0,1,4700,-74.0047,40.7334,1
1.0,0,1900,-73.9602,40.7615,1
2.0,2,4999,-73.9531,40.7176,1
1.0,0,2775,-73.9865,40.7301,1
2.0,2,5100,-73.9919,40.7448,2
1.0,2,3750,-73.9867,40.7686,1
1.0,2,1640,-73.7555,40.5956,1
2.0,4,6000,-74.0074,40.7072,1
1.0,1,2600,-73.9965,40.7476,1
1.0,1,4495,-74.0029,40.7295,1
1.0,1,3390,-73.9795,40.7404,1
1.0,1,1700,-73.9432,40.6301,2
1.0,1,3425,-73.9756,40.789,1
1.0,1,2650,-73.9529,40.7671,2
1.0,2,4250,-73.9767,40.7476,1
1.0,0,2230,-74.0149,40.7083,3
1.0,1,2995,-73.95100000000002,40.7426,2
1.0,1,2450,-73.95100000000002,40.7752,2
1.0,3,4600,-73.9668,40.8015,1
1.0,2,3000,-73.9514,40.7712,2
1.0,3,4250,-74.0113,40.7024,1
2.0,3,5700,-73.9958,40.7192,2
1.0,0,2200,-73.9529,40.781,1
2.0,3,5175,-73.9999,40.7424,1
1.0,0,1850,-73.9636,40.762,1
1.0,3,3600,-73.9659,40.6736,1
1.0,1,3385,-73.9886,40.7751,1
1.0,1,5550,-74.0047,40.7334,1
1.0,0,2395,-73.976,40.7928,1
1.0,3,1995,-73.9281,40.6778,3
2.0,3,5637,-73.9515,40.7779,1
1.0,4,7495,-73.9831,40.7228,1
1.0,2,2500,-73.9509,40.7244,1
1.0,2,2295,-73.9257,40.6782,3
1.0,1,2500,-73.9857,40.7283,1
2.0,2,4795,-73.9827,40.6962,1
2.0,2,9500,-74.0085,40.7387,1
0.0,0,975,-73.9879,40.7636,1
2.0,2,3000,-73.9485,40.6814,1
1.0,2,3475,-73.9963,40.7606,1
1.0,3,4500,-73.9836,40.7421,2
1.0,2,2400,-73.9397,40.8026,1
1.0,2,2195,-73.9416,40.7901,1
2.0,2,7635,-74.0042,40.7522,1
1.0,1,2199,-73.9521,40.78,1
1.0,0,2740,-73.986,40.6927,1
1.0,2,4350,-73.9785,40.7457,1
1.0,0,2675,-74.0046,40.7073,1
1.0,3,3400,-73.9411,40.8287,1
2.0,3,11900,-73.9808,40.7639,1
1.0,1,3695,-73.9946,40.7233,1
1.0,0,2475,-73.9981,40.7372,2
1.0,0,2800,-73.986,40.7609,1
1.0,0,3250,-73.9887,40.7401,2
1.0,2,2195,-73.8148,40.7106,1
1.0,0,3195,-73.9927,40.7301,1
3.0,3,8000,-73.9741,40.787,1
1.0,1,4175,-73.9931,40.7327,1
1.0,2,3200,-73.9968,40.7562,2
1.0,3,3800,-74.0149,40.7083,2
1.0,2,3300,-73.9685,40.7543,1
1.0,1,3525,-73.9886,40.7656,1
1.0,3,4000,-73.9779,40.7466,1
2.0,2,7295,-73.9831,40.776,1
1.0,0,2200,-73.9838,40.7586,1
1.0,1,3698,-71.0794,42.3459,1
1.0,0,2295,-73.97399999999998,40.7446,1
1.0,1,2600,-73.9894,40.7194,2
1.0,1,3100,-73.9677,40.711,1
1.0,2,2750,-73.9712,40.7831,1
1.0,1,2200,-73.9882,40.6661,1
2.5,3,10400,-73.9751,40.7646,1
1.0,1,5300,-73.9812,40.7733,1
1.0,0,2525,-73.9946,40.752,3
1.0,0,2580,-73.9929,40.7714,1
1.0,2,1900,-73.9387,40.8219,2
1.0,1,3250,-73.9946,40.7242,1
2.0,1,5985,-73.986,40.7448,1
1.0,1,2950,-73.9548,40.7689,1
1.0,2,3695,-73.9892,40.726,1
1.0,2,3595,-73.9824,40.7301,1
1.0,1,2895,-73.9799,40.7878,1
1.0,1,3692,-73.9702,40.7522,1
1.0,3,4000,-73.971,40.686,2
2.0,0,5200,-74.0081,40.7324,1
1.0,0,2500,-73.9963,40.7606,1
1.0,1,3100,-73.995,40.6975,1
2.0,3,5050,-73.98899999999998,40.7705,1
2.0,2,4362,-74.0058,40.7087,1
1.0,1,4395,-73.9857,40.7358,1
3.0,3,10995,-74.0148,40.716,1
1.0,2,3120,-73.9565,40.7465,2
1.0,1,1800,-73.946,40.8231,2
1.0,3,3850,-73.9647,40.8012,1
1.0,0,2450,-73.9979,40.7439,1
1.0,2,2800,-73.9782,40.6505,2
1.0,2,3478,-73.9904,40.7186,3
1.0,3,3575,-73.958,40.8112,1
1.0,2,2950,-73.9485,40.7967,1
1.0,0,3000,-74.0046,40.7329,1
1.0,1,3250,-73.9812,40.7399,1
1.0,1,4000,-74.0055,40.7111,1
1.0,1,3945,-73.9732,40.7476,1
1.0,1,2760,-73.9564,40.7481,1
1.0,0,2099,-73.9792,40.7795,2
2.0,2,3900,-73.9858,40.7284,2
0.0,3,3200,-73.9544,40.8008,1
1.5,3,4750,-73.9734,40.7488,1
1.0,0,2550,-73.9739,40.7479,1
1.0,3,2950,-73.9578,40.8198,3
1.0,0,2450,-73.9505,40.7771,1
1.0,1,4295,-73.9957,40.7465,1
1.0,0,1500,-73.8904,40.7496,2
1.0,1,3500,-73.9874,40.7666,1
1.0,3,4600,-73.9871,40.7298,2
2.0,3,4300,-73.9918,40.7588,1
1.0,2,3200,-73.9796,40.7402,2
1.0,1,3100,-73.985,40.7645,2
1.0,3,2795,-73.9308,40.854,1
1.0,2,1895,-73.8302,40.7095,2
1.0,2,2100,-73.9578,40.5795,1
1.0,1,4600,-73.9929,40.7714,1
1.0,0,2350,-73.97399999999998,40.7538,2
2.0,3,5959,-73.9901,40.726,1
1.0,3,3950,-74.0045,40.7231,3
1.0,1,2300,-73.9857,40.7283,2
1.0,1,2550,-73.9455,40.7767,1
2.0,2,6785,-73.9886,40.777,1
2.0,3,4000,-73.9738,40.7376,1
1.0,2,3000,-73.9956,40.7488,2
1.0,1,4895,-74.0112,40.718,1
1.0,1,4000,-73.9508,40.7718,1
1.0,1,2500,-73.9538,40.7713,1
1.0,2,3750,-73.9826,40.7186,1
1.0,0,2500,-73.9822,40.739,1
1.0,2,3200,-73.9686,40.7998,1
1.0,1,3495,-73.9972,40.7351,1
1.0,2,4135,-73.94800000000002,40.7842,1
1.0,3,5395,-73.9702,40.7522,1
2.0,4,5000,-73.9647,40.8014,1
1.0,0,2600,-73.9914,40.7664,2
1.0,3,4550,-73.9708,40.7957,1
1.0,3,4000,-73.9712,40.7594,2
1.0,0,2785,-73.984,40.7645,1
1.0,0,2700,-73.9757,40.7461,1
1.0,1,1800,-73.9683,40.7984,3
1.0,2,4095,-73.9773,40.7654,1
1.0,2,4300,-73.9811,40.7384,1
1.0,0,1700,-73.9482,40.7749,3
2.0,2,5075,-74.0057,40.7084,1
1.0,1,2350,-73.9829,40.7283,1
1.0,1,1850,-73.9554,40.5765,1
1.0,1,3000,-73.9528,40.7796,2
1.0,0,2100,-73.9544,40.7801,1
1.0,3,1899,-73.8694,40.7046,3
1.0,1,3114,-73.9829,40.6941,1
1.0,1,3000,-73.977,40.7488,1
2.0,4,7127,-73.9571,40.7762,1
1.0,1,2700,-73.9609,40.7619,2
1.0,2,3400,-73.9798,40.7258,2
1.0,2,1850,-73.9491,40.6778,1
1.0,1,2450,-73.9612,40.7082,2
2.0,3,3150,-73.9466,40.8373,1
1.0,1,3150,-73.9857,40.7524,2
1.0,2,3550,-74.0,40.7277,2
1.0,2,3300,-73.9647,40.8028,1
1.0,2,2150,-73.993,40.7529,3
1.0,2,3700,-73.9905,40.7455,1
1.0,3,3595,-73.9856,40.7185,3
1.5,2,2650,-73.9413,40.8521,1
1.0,0,2600,-73.9765,40.7489,1
1.0,2,2400,-73.9112,40.7055,1
1.0,1,2500,-73.9529,40.7701,2
1.0,1,1900,-73.9527,40.7755,3
1.0,0,1950,-73.9678,40.7701,1
2.0,3,3050,-73.9472,40.8229,1
1.0,2,3200,-73.9819,40.7216,1
1.0,3,2199,-73.9184,40.68,2
1.0,2,3395,-73.9525,40.7692,1
1.0,3,4500,-73.9741,40.7447,2
1.0,0,2908,-74.0076,40.7047,1
1.0,3,2100,-73.9409,40.8281,2
1.0,1,2500,-73.9783,40.7175,1
1.0,2,2650,-73.9427,40.6877,1
1.0,3,5650,-73.9813,40.7296,1
1.0,0,2475,-73.9806,40.7788,1
1.0,2,3400,-74.0036,40.716,2
2.0,2,6295,-74.0109,40.7191,1
1.0,3,3200,-73.9466,40.8373,1
1.0,2,3400,-73.9514,40.8274,2
1.0,1,2215,-73.9548,40.7688,2
1.0,1,1475,-74.0129,40.6294,1
1.0,3,4000,-73.9651,40.8024,1
2.0,2,4915,-73.9585,40.7437,1
1.0,1,2975,-74.0044,40.7318,1
2.0,1,8650,-73.9622,40.7752,2
1.0,2,3200,-74.0099,40.7099,1
1.0,1,3050,-73.9813,40.7712,1
1.0,1,3000,-73.9774,40.7444,1
2.0,3,4350,-73.9625,40.7575,1
1.0,1,2450,-74.0059,40.7128,1
1.0,0,1795,-73.9496,40.7709,2
1.0,3,3900,-74.0083,40.7046,2
1.0,2,3550,-74.0046,40.7073,1
1.0,1,2995,-73.9932,40.7633,1
1.0,1,4350,-74.0055,40.7111,1
1.0,1,4314,-73.9914,40.7032,1
2.0,4,7445,-73.9964,40.7624,1
1.0,2,3800,-73.9799,40.7635,1
2.0,2,1595,-73.945,40.6386,3
1.0,0,2855,-73.9903,40.7674,2
1.0,0,2478,-74.0046,40.7073,1
2.0,5,4750,-73.9476,40.7966,1
